Symbol,Entry_cp,Exit_cp,Initial cash,Final cash,Total return,Trades,Win rate,Sharpe ratio,Max drawdown
1000CAT,1.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,1.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,1.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,1.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,1.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,1.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,1.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,2.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,2.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,3.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,3.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,4.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,4.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,5.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,5.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,6.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,6.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,7.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,7.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,8.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,8.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,9.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,9.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,10.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,10.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,11.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,11.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,12.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,12.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,13.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,13.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,-2.0,10000.0,6313.0647352467295,-36.86935264753271,9,66.66666666666666,-1.6398680863021373,-50.13661202185793
1000CAT,14.5,-1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,0.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,1.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,2.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,3.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,4.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CAT,14.5,5.0,10000.0,6129.9376665907175,-38.700623334092825,10,60.0,-1.6748961994699687,-50.13661202185793
1000CHEEMS,-4.5,-2.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,-1.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,0.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,1.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,2.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,3.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,4.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-4.5,5.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,-2.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,-1.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,0.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,1.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,2.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,3.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,4.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-3.5,5.0,10000.0,9266.670528938068,-7.33329471061932,2,0.0,-2.7958982646855066,-8.335698974566949
1000CHEEMS,-2.5,-2.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,-1.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,0.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,1.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,2.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,3.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,4.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-2.5,5.0,10000.0,9394.026602961432,-6.059733970385678,3,33.33333333333333,-0.8277238458564706,-8.335698974566949
1000CHEEMS,-1.5,-2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,-1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,0.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,3.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,4.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-1.5,5.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,-2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,-1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,0.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,3.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,4.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,-0.5,5.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,-2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,-1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,0.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,3.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,4.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,0.5,5.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,-2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,-1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,0.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,1.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,2.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,3.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
1000CHEEMS,1.5,4.0,10000.0,8428.949193651713,-15.710508063482868,6,33.33333333333333,-2.2018393215561893,-20.225215774699368
