timestamp,open,high,low,close,Volume
1735776000000,38.14,40.3,37.91,40.27,89338.109
1735862400000,40.31,45.56,40.04,43.69,387357.679
1735948800000,43.71,45.68,43.01,45.0,94416.501
1736035200000,45.01,46.05,44.0,44.13,59403.692
1736121600000,44.13,45.75,43.12,44.51,70383.913
1736208000000,44.53,47.47,41.38,42.22,165290.5
1736294400000,42.24,44.11,40.16,43.81,104665.808
1736380800000,43.81,44.03,37.54,37.63,125657.945
1736467200000,37.65,42.18,37.39,41.28,151975.815
1736553600000,41.28,41.9,39.19,39.58,49444.003
1736640000000,39.58,39.76,38.1,38.49,35177.514
1736726400000,38.51,39.45,34.25,37.87,103123.098
1736812800000,37.9,38.64,36.88,37.66,52566.977
1736899200000,37.67,39.88,36.5,39.82,80196.694
1736985600000,39.83,40.06,37.72,38.2,71276.523
1737072000000,38.24,41.25,38.21,41.01,59119.265
1737158400000,41.01,41.36,37.88,38.71,74853.159
1737244800000,38.7,39.66,33.34,34.26,210685.053
1737331200000,34.23,37.71,33.08,36.13,222687.91
1737417600000,36.16,40.84,35.09,39.99,138723.208
1737504000000,39.99,43.7,39.8,41.38,171333.419
1737590400000,41.37,43.95,40.27,41.75,110188.487
1737676800000,41.77,42.35,40.32,41.77,91936.172
1737763200000,41.76,42.34,39.76,41.48,49414.188
1737849600000,41.49,42.18,39.41,39.46,34542.475
1737936000000,39.44,39.51,35.36,37.62,97831.939
1738022400000,37.65,40.4,35.1,35.67,91201.826
1738108800000,35.72,38.32,35.42,36.5,60317.692
1738195200000,36.51,39.67,36.2,37.7,52660.103
1738281600000,37.71,39.98,37.1,38.52,46416.007
1738368000000,38.5,38.98,34.6,34.87,42245.073
1738454400000,34.84,35.75,27.78,29.74,156020.288
1738540800000,29.73,29.73,23.06,28.34,382246.754
1738627200000,28.33,28.43,23.14,24.53,235157.967
1738713600000,24.53,25.43,22.85,23.25,123648.725
1738800000000,23.27,24.06,21.53,21.74,115401.397
1738886400000,21.75,23.07,19.75,20.35,139316.219
1738972800000,20.35,21.32,20.06,21.08,88696.345
1739059200000,21.11,21.76,19.17,20.34,135436.993
1739145600000,20.33,27.11,19.43,23.42,566702.125
1739232000000,23.44,29.12,23.12,24.77,637457.072
1739318400000,24.77,28.1,24.63,27.66,584669.12
1739404800000,27.67,28.07,25.23,26.13,165607.448
1739491200000,26.14,27.55,25.92,26.58,116058.605
1739577600000,26.58,26.95,25.8,26.69,65083.496
1739664000000,26.7,27.72,25.54,25.66,105830.861
1739750400000,25.64,26.49,24.45,25.1,125538.66
1739836800000,25.11,25.22,23.01,23.82,102139.418
1739923200000,23.83,24.81,23.5,24.07,92931.664
1740009600000,24.04,24.56,23.07,23.8,120275.866
1740096000000,23.81,25.01,22.12,22.33,210487.22
1740182400000,22.32,24.07,22.18,23.97,73556.281
1740268800000,23.97,24.04,23.01,23.36,59984.656
1740355200000,23.38,23.55,19.02,19.17,265074.717
1740441600000,19.17,19.8,17.51,19.32,433197.555
1740528000000,19.32,19.56,17.04,18.12,453626.838
1740614400000,18.15,18.55,17.34,18.05,181243.242
1740700800000,18.05,18.24,16.55,17.77,262030.365
1740787200000,17.78,18.12,17.08,17.74,102340.28
1740873600000,17.7,19.39,16.93,18.9,283244.13
1740960000000,18.91,18.95,15.22,15.71,303756.27
1741046400000,15.7,15.86,13.3,14.29,507297.113
1741132800000,14.29,15.16,14.13,14.6,254147.566
1741219200000,14.59,15.06,13.87,14.21,181566.029
1741305600000,14.23,14.41,13.28,13.79,238053.512
1741392000000,13.8,13.89,13.33,13.47,158184.346
1741478400000,13.47,13.63,11.5,11.97,292786.028
1741564800000,11.98,12.69,10.55,11.06,493389.243
1741651200000,11.07,22.4,10.2,16.36,2939972.001
1741737600000,16.37,18.11,14.92,15.53,2782070.632
1741824000000,15.52,15.65,14.05,14.83,735196.555
1741910400000,14.82,20.2,14.51,18.34,1683795.222
1741996800000,18.34,19.82,16.64,17.78,1314858.122
1742083200000,17.77,20.2,17.07,17.47,1004486.776
1742169600000,17.47,18.12,16.95,17.53,434212.17
1742256000000,17.53,17.84,16.27,16.66,397468.46
1742342400000,16.66,19.69,16.04,19.23,768383.717
1742428800000,19.21,23.28,18.79,22.87,1931474.655
1742515200000,22.84,24.83,21.85,22.93,1274579.372
1742601600000,22.93,28.19,22.34,24.97,1435468.042
1742688000000,24.96,25.18,23.71,24.25,460200.777
1742774400000,24.26,25.93,23.24,23.5,527356.754
1742860800000,23.52,23.56,22.03,22.31,327301.914
1742947200000,22.31,25.99,21.68,24.89,975046.783
1743033600000,24.87,25.65,22.38,22.46,520275.328
1743120000000,22.5,22.76,20.14,20.28,287246.978
1743206400000,20.29,20.88,18.7,19.05,268717.638
1743292800000,19.06,19.63,18.44,18.8,213980.348
1743379200000,18.82,21.28,18.21,20.07,545873.929
1743465600000,20.08,21.1,19.02,19.26,412399.513
1743552000000,19.25,19.42,16.88,17.19,423176.348
1743638400000,17.2,17.74,16.15,17.03,202448.392
1743724800000,17.04,18.42,16.61,17.39,346002.782
1743811200000,17.41,17.59,16.51,16.8,111900.232
1743897600000,16.78,16.79,14.02,14.89,262946.985
1743984000000,14.9,16.53,13.75,15.45,555253.527
1744070400000,15.43,15.92,13.71,13.84,314648.008
1744156800000,13.86,16.01,13.36,15.91,540001.211
1744243200000,15.88,16.95,15.15,15.49,542764.19
1744329600000,15.48,16.51,15.38,15.88,367341.767
1744416000000,15.87,18.5,15.49,17.4,498266.253
1744502400000,17.39,18.17,15.5,15.7,451361.013
1744588800000,15.7,16.65,15.41,15.47,305719.829
1744675200000,15.48,15.9,15.11,15.23,186743.337
1744761600000,15.22,15.59,14.74,14.88,175737.755
1744848000000,14.87,16.14,14.8,15.33,206818.445
1744934400000,15.34,16.69,15.15,16.05,218210.142
1745020800000,16.04,16.77,15.98,16.74,96952.194
1745107200000,16.74,17.47,16.22,17.07,205507.18
1745193600000,17.07,18.46,17.04,17.44,258401.844
1745280000000,17.44,18.85,16.95,18.75,192545.481
1745366400000,18.75,19.52,18.43,18.97,234552.444
1745452800000,18.97,19.08,17.58,18.92,164998.661
1745539200000,18.92,19.5,18.16,18.52,191253.627
1745625600000,18.52,22.18,18.52,21.28,462889.284
1745712000000,21.27,21.62,19.59,19.85,250333.085
1745798400000,19.82,21.05,18.94,20.15,206450.204
1745884800000,20.16,21.12,19.85,20.31,147862.778
1745971200000,20.3,20.75,19.05,19.91,120664.247
1746057600000,19.91,21.92,19.81,21.06,162138.369
1746144000000,21.06,21.44,19.46,20.05,124914.909
1746230400000,20.05,20.07,18.38,18.54,57253.385
1746316800000,18.55,18.7,17.79,18.03,63657.983
1746403200000,18.01,18.49,17.56,17.89,62296.851
1746489600000,17.9,18.01,16.74,17.55,102571.142
1746576000000,17.56,18.3,17.15,17.67,106792.801
1746662400000,17.67,22.97,17.67,22.94,315154.116
1746748800000,22.94,26.77,22.54,24.33,608140.795
1746835200000,24.33,26.5,24.03,26.22,217288.254
1746921600000,26.23,26.24,23.86,24.54,147053.489
1747008000000,24.54,26.17,22.59,24.03,211740.25
1747094400000,24.03,25.93,22.7,25.26,144550.421
