timestamp,open,high,low,close,Volume
1744243200000,0.03,0.125,0.03,0.08501,1358195971.0
1744329600000,0.08498,0.1245,0.076,0.11189,1445853545.0
1744416000000,0.1119,0.18175,0.107,0.14062,1790728774.0
1744502400000,0.14062,0.14933,0.12123,0.12288,828969796.0
1744588800000,0.12291,0.13473,0.10037,0.10297,509664067.0
1744675200000,0.10294,0.10575,0.09083,0.09186,363937716.0
1744761600000,0.09186,0.09865,0.08325,0.08468,348202386.0
1744848000000,0.08469,0.08644,0.07381,0.07441,244352276.0
1744934400000,0.0744,0.07895,0.06928,0.07062,228605582.0
1745020800000,0.07063,0.0745,0.06618,0.0725,209015100.0
1745107200000,0.0725,0.078,0.06969,0.07369,281264983.0
1745193600000,0.0737,0.08915,0.07161,0.08131,359264895.0
1745280000000,0.08131,0.08671,0.07651,0.08448,289600078.0
1745366400000,0.08447,0.09186,0.078,0.07836,313264782.0
1745452800000,0.07837,0.07931,0.07179,0.07637,192961964.0
1745539200000,0.07635,0.0796,0.07462,0.0778,151957109.0
1745625600000,0.07781,0.08344,0.07779,0.081,125577761.0
1745712000000,0.08099,0.08103,0.07571,0.0782,58548076.0
1745798400000,0.07819,0.088,0.07747,0.08652,119850448.0
1745884800000,0.08651,0.09538,0.08651,0.08825,230015704.0
1745971200000,0.08824,0.11,0.08725,0.10524,333948423.0
1746057600000,0.10524,0.11274,0.09786,0.09939,220277107.0
1746144000000,0.09942,0.102,0.09666,0.10095,76739037.0
1746230400000,0.10095,0.105,0.08852,0.08865,149492917.0
1746316800000,0.08865,0.08988,0.08368,0.08719,100694010.0
1746403200000,0.08718,0.08973,0.0824,0.0836,81417026.0
1746489600000,0.0836,0.08519,0.07514,0.07848,150150145.0
1746576000000,0.07848,0.08025,0.07609,0.07794,71690547.0
1746662400000,0.07794,0.09,0.0776,0.08761,122060443.0
1746748800000,0.08761,0.09629,0.08472,0.096,154027763.0
1746835200000,0.09597,0.0998,0.08967,0.09638,96176803.0
1746921600000,0.09636,0.0999,0.09135,0.09871,111284720.0
1747008000000,0.09872,0.11535,0.09501,0.11249,270309405.0
1747094400000,0.11247,0.11357,0.09832,0.10439,132017382.0
